kind,old_code,new_code,name,unit,base_price
Material,2130001,1009090008,镀锌低碳钢丝 Φ0.4～0.6,kg,3.71
Material,2130012,1009090009,镀锌低碳钢丝 Φ0.7～6,kg,3.46
Material,1010002,1009090010,水泥 32.5 级,kg,0.29
Material,1010003,1009090011,普通水泥 42.5 级,kg,0.33
Material,1240014,1009090012,碎石 40以内,m3,34.92
Material,1260022,1009090013,中粗砂,m3,24.25
Material,1260132,1009090014,粉煤灰(混凝土工程),kg,0.15
Material,1910107,1009090015,带肋钢筋(HRB400) Φ＜18，≥28,kg,2.66
Material,3005008,1009090016,萘系减水剂,kg,2.32
Material,3613025,1009090017,六角螺母 Q345（16Mn),kg,7.49
Material,3710013,1009090018,电焊条 钢,kg,5.19
Machine,9102614,2009000020,单筒慢速卷扬机 ≤50kN,台班,116.96
Machine,9105306,2009000021,单级离心清水泵 ≤25m3/h-50m,台班,87.48
Machine,9105305,2009000022,单级离心清水泵 ≤25m3/h-32m,台班,80.51
Machine,9101100,2009000023,内燃空气压缩机 ≤3m3/min,台班,185.61
Machine,9100003,2009000024,履带式液压单斗挖掘机 ≤1.0m3,台班,722.11
Material,2368612,1009090019,铝绑线 Φ2,m,0.09
Material,4824024,1009090020,横担(Ⅰ)∠50×5×2300,根,35.76
Material,4826010,1009090021,Ｕ形抱箍 Φ16×710,套,7.23
Material,4830011,1009090022,拉线棒 Φ19×2700,根,28.06
Material,4826014,1009090023,Ｕ形抱箍 Φ20×710,套,10.2
Material,4830010,1009090024,拉线棒 Φ16×2700,根,19.92
Material,4824079,1009090025,横担 ∠75×8×1500(高压),根,68.75
Material,6000094,1009090026,Ｕ形挂环 U-7,个,9
Material,4824035,1009090027,横担 ∠63×6×1500(高压),根,51.03
Material,4511016,1009090028,氧化锌避雷器 HY5WS1-17/50,个,278.11
Material,4830012,1009090029,拉线棒 Φ20×3300,根,53.32
Material,4835349,1009090030,隔离开关传动杆 Φ25×9m,套,206.02
Material,4826013,1009090031,Ｕ形抱箍 Φ18×710,套,8.21
Material,4840015,1009090032,Ｕ形螺丝 U-1880 L=110,个,10.03
Material,4826050,1009090033,Ｕ形抱箍,套,8.61
Material,4835445,1009090034,吊杆 扁钢4×50×1180～1210,根,12.94
Material,6177046,1009090035,拉杆 Φ25×3000,根,53.86
Material,2000024,1009090036,钢板 16Mnq δ=6～10,kg,2.9
Material,2920013,1009090037,工业用凡士林 40号,kg,10.29
Material,2410011,1009090038,铝绑线 Φ3.2,m,0.79
Material,4242011,1009090039,10kV绝缘套管JY-Z 35～120 mm2,根,100.03
Material,4732012,1009090040,铝芯绝缘架空电缆 10kV JKLYJ 70mm2,m,8.16
Material,4842130,1009090041,防震锤 FD-1,个,16.94
Material,4842131,1009090042,防震锤 FD-2,个,18.86
Material,4828019,1009090043,抱箍 扁钢3×30,套,9.3
Material,3711012,1009090044,紫铜电焊条 铜107 Φ3.2,kg,42.92
Material,1240011,1009090045,碎石 16以内,m3,39.77
Material,1270011,1009090046,道路石油沥青 100甲、100乙、180号,kg,3
Material,1300001,1009090047,标准砖 240×115×53,千块,305.59
Material,1900014,1009090048,光圆钢筋（HPB300） Φ＜10,kg,2.72
Material,1900015,1009090049,光圆钢筋（HPB300） Φ≥10,kg,2.79
Material,7517511,1009090050,电缆托架  乙型,套,12.13
Material,2240018,1009090051,镀锌焊接钢管  DN150×4.5,m,68.62
Machine,9108641,2009000025,吹风机 ≤4m3/min,台班,13.17
Material,2240016,1009090052,镀锌焊接钢管  DN100×4,m,41.8
Material,3005035,1009090053,固壁剂 利钻宝 NDM-1,kg,6.86
Material,3372212,1009090054,聚乙烯给水管（PE） 0.6MPa   de160,m,47.08
Material,3373203,1009090055,聚乙烯给水管件 0.6MPa   de160,个,72.91
Material,4020023,1009090056,导向水平钻孔拉管机钻头 Φ200～Φ1100,组,56964.53
Material,4020109,1009090057,导向水平钻孔拉管机钻杆 Φ73×4570,根,1736.72
Machine,9105351,2009000026,离心式泥浆泵 ≤47m3/h-19m,台班,96.14
Material,1423504,1009090058,单电缆混凝土槽 1000×160×160(80直型),根,28.24
Material,1240012,1009090059,碎石 25以内,m3,38.8
Material,8714016,1009090060,混凝土电缆槽道盖板（1000×700×120）,块,87.06
Material,1960027,1009090061,镀锌角钢,kg,3.62
Material,2030003,1009090062,镀锌钢板 δ=0.3～5,kg,4.15
Machine,9101002,2009000027,电动空气压缩机 ≤0.6m3/min,台班,86.16
Material,4715017,1009090063,铜芯塑料线 BV 500V 10mm2,m,4.44
Material,4741145,1009090064,镀锌钢制槽式桥架 400×200,m,282.95
Material,4741146,1009090065,镀锌钢制槽式桥架 600×200,m,401.64
Material,4741147,1009090066,镀锌钢制槽式桥架 800×200,m,520.26
Material,4741154,1009090067,镀锌钢制托盘式桥架 200×150,m,177.85
Material,4741155,1009090068,镀锌钢制托盘式桥架 400×200,m,278.82
Material,4741156,1009090069,镀锌钢制托盘式桥架 600×200,m,391.59
Material,4741157,1009090070,镀锌钢制托盘式桥架 800×200,m,473.49
Material,4741164,1009090071,镀锌钢制梯级式桥架 200×150,m,145.24
Material,4741165,1009090072,镀锌钢制梯级式桥架 400×200,m,205.7
Material,4741166,1009090073,镀锌钢制梯级式桥架 600×200,m,326.05
Material,3380019,1009090074,聚苯乙烯泡沫塑料板 100×100×30,kg,18.61
Material,4745011,1009090075,光、电缆保护槽道(含支架、弯头）240×180×2.0,m,113.45
Material,8800102,1009090076,减震橡胶垫,个,4.29
Material,4745012,1009090077,光、电缆保护槽道(含支架、弯头）320×180×3.0,m,141.98
Material,3360019,1009090078,聚氯乙烯软管 d16×2,m,1.37
Material,4416023,1009090079,铭牌 搪瓷,个,4.1
Material,2400213,1009090080,紫铜线 Φ2,kg,45.27
Material,3394120,1009090081,塑料胶粘带 20×20m,卷,3.36
Material,4753115,1009090082,10kV户外三芯冷缩电缆终端头 25～35mm2,个,1424.37
Material,4753120,1009090083,10kV三芯冷缩中间电缆头 25～35mm2,个,2785.84
Material,4753117,1009090084,10kV户外三芯冷缩电缆终端头 95～120mm2,个,1667.01
Material,4753122,1009090085,10kV三芯冷缩中间电缆头 95～120mm2,个,3145.31
Material,4753119,1009090086,10kV户外三芯冷缩电缆终端头 240～400mm2,个,2156.78
Material,4753124,1009090087,10kV三芯冷缩中间电缆头 240～300mm2,个,3684.5
Material,3617926,1009090088,普通螺钉（栓）,kg,5.63
Material,4753040,1009090089,10kV单芯冷缩电缆终端头 T型、插拔式 95～120mm2,个,771.75
Material,4753132,1009090090,10kV单芯冷缩中间电缆头 95～120mm2,个,1715
Material,4753041,1009090091,10kV单芯冷缩电缆终端头 T型、插拔式 150～185mm2,个,812.91
Material,4753133,1009090092,10kV单芯冷缩中间电缆头 150～185mm2,个,1843.62
Material,4753042,1009090093,10kV单芯冷缩电缆终端头 T型、插拔式 240～400mm2,个,856.13
Material,4753134,1009090094,10kV单芯冷缩中间电缆头 240～400mm2,个,1972.25
Material,2400210,1009090095,铜线 16号,kg,45.27
Material,4753234,1009090096,35kV户内三芯冷缩电缆终端头 50～95mm2,个,3405.92
Material,4753236,1009090097,35kV户内三芯冷缩电缆终端头 240～300mm2,个,4277.62
Material,4753229,1009090098,35kV三芯冷缩中间电缆头 240～300mm2,个,11664.59
Machine,9102613,2009000028,单筒慢速卷扬机 ≤30kN,台班,104.23
Material,4836110,1009090099,电抗器台架槽钢 #12×4000,根,122.21
Material,4836111,1009090100,电抗器固定槽钢 #8×640,根,34.07
Material,4836112,1009090101,电抗器顶桩槽钢 #10×450,根,17.02
Material,1110600,1009090102,硬木 Φ50×4000,根,26.58
Material,1902001,1009090103,镀锌圆钢 Φ＜10,kg,3.45
Material,1902002,1009090104,镀锌圆钢 Φ≥10,kg,3.52
Material,3320010,1009090105,橡胶圈 D10,个,0.12
Material,4812315,1009090106,13600#瓷件,个,15.23
Material,4715020,1009090107,铜芯塑料线 BV 500V 35mm2,m,13.99
Material,4753110,1009090108,10kV户内三芯冷缩电缆终端头 25～35mm2,个,986.72
Material,4753112,1009090109,10kV户内三芯冷缩电缆终端头 95～120mm2,个,1154.78
Material,4753114,1009090110,10kV户内三芯冷缩电缆终端头 240～400mm2,个,1346.19
Material,4020113,1009090111,尼龙砂轮片 Φ150×40×6,片,16.68
Material,4715014,1009090112,铜芯塑料线 BV 500V 2.5mm2,m,1.16
Machine,9101005,2009000029,电动空气压缩机 ≤6m3/min,台班,185.1
Material,1280014,1009090113,过氯乙烯胶液 G98-1 G98-2,kg,14.23
Material,3360010,1009090114,聚氯乙烯软管 d5×1,m,0.3
Material,3392042,1009090115,塑料异型管 Φ5,m,0.44
Material,4740018,1009090116,控制电缆头套管 KT2-7 14芯以下,只,1.64
Material,4740019,1009090117,控制电缆头套管 KT2-10 24芯以下,只,2.05
Material,3711014,1009090118,铝电焊条 铝,kg,28.81
Material,4822101,1009090119,封闭型母线 宽850/360mm2,m/单相,356.41
Material,4715018,1009090120,铜芯塑料线 BV 500V 16mm2,m,6.55
Material,4826016,1009090121,Ｕ形抱箍(Ⅴ),套,5.96
Material,4835210,1009090122,镀锌拉板 扁钢4×40×200～350,块,3.97
Material,4837510,1009090123,台板(一) 钢板3×465×485,块,61.53
Material,3617927,1009090124,镀锌普通螺钉（栓）,kg,6.95
Material,4715023,1009090125,铜芯塑料线 BV 500V 95mm2,m,37.04
Material,4715024,1009090126,铜芯塑料线 BV 500V 120mm2,m,50.53
Material,4826015,1009090127,Ｕ形抱箍(Ⅳ),套,16.71
Material,4828047,1009090128,支座抱箍,套,6.01
Material,4841019,1009090129,Ｕ形螺栓带帽 M16,套,12.18
Material,4832150,1009090130,太阳能电池板桁架立柱 Φ200×6000,根,1654.14
Material,4832151,1009090131,太阳能电池板桁架立柱 Φ200×3000,根,1137.53
Material,4832152,1009090132,太阳能电池板桁架立柱 Φ200×4000,根,1227.26
Material,4832153,1009090133,太阳能电池板桁架立柱 Φ200×1000,根,643.63
Material,3002028,1009090134,铝银粉 250目,kg,19.72
Material,4142017,1009090135,三通接线盒 Φ20,个,2.23
Material,4142018,1009090136,三通接线盒 Φ25,个,3.16
Material,4142019,1009090137,四通接线盒 Φ20,个,8.64
Material,4142020,1009090138,四通接线盒 Φ25,个,14.41
Material,2700015,1009090139,钢轨 38～50kg,t,3715.64
Material,4141011,1009090140,钢管护口 D25～32,个,0.77
Material,4141012,1009090141,钢管护口 D40～50,个,1.01
Material,4217011,1009090142,马路弯灯 臂长1200以下,套,42.88
Material,4217012,1009090143,马路弯灯 臂长1200以上,套,63.45
Material,5300383,1009090144,镀锌钢管柱 焊接 (Q235),t,6951.32
Material,2020001,1009090145,冷轧钢板 Q235-A δ=0.3～3,kg,3.6
Material,2260005,1009090146,电线管 DN32～50,kg,4.25
Material,2348111,1009090147,锁紧螺母 1.5×DN25～32,个,0.75
Material,3392044,1009090148,塑料胀管 Φ6～8,个,0.09
Material,2348110,1009090149,锁紧螺母 1.5×DN15～20,个,0.4
Material,4220010,1009090150,隧道灯具 T5D,套,748.07
Material,4715016,1009090151,铜芯塑料线 BV 500V 6mm2,m,2.56
Material,4732523,1009090152,交联聚乙烯绝缘导线 WDZN-BYJ 450/750V  6mm2,m,4.5
Material,1962001,1009090153,型钢,kg,2.89
Material,4120011,1009090154,圆木垫板 Φ150×12,块,0.75
Material,4221010,1009090155,节能灯泡  5W,个,8.58
Material,2550114,1009090156,镀锌滑杆头,个,7.72
Material,4824210,1009090157,横担 槽钢#18×2100,根,415.73
Material,5800201,1009090158,铜(银合金)接触线,kg,52.42
Material,3603026,1009090159,化学锚栓 M10×85,套,33.65
Material,2240003,1009090160,镀锌焊接钢管  DN20×2.75,m,6.27
Material,2348113,1009090161,锁紧螺母 3×DN15～20,个,0.4
Material,2348117,1009090162,锁紧螺母 3×DN80～100,个,2.13
Material,4141010,1009090163,钢管护口 D15～20,个,0.48
Material,4715015,1009090164,铜芯塑料线 BV 500V 4mm2,m,1.77
Material,4715026,1009090165,铜芯塑料线 BV 500V 185mm2,m,73.78
Material,2240007,1009090166,镀锌焊接钢管  DN32×3.25,m,12.07
Material,2240011,1009090167,镀锌焊接钢管  DN50×3.5,m,18.79
Material,2348114,1009090168,锁紧螺母 3×DN25～32,个,0.69
Material,2348115,1009090169,锁紧螺母 3×DN40～50,个,1.19
Material,4715019,1009090170,铜芯塑料线 BV 500V 25mm2,m,10.18
Material,4715021,1009090171,铜芯塑料线 BV 500V 50mm2,m,21.15
Material,4510010,1009090172,避雷针 1.5m,根,253.51
Material,4510011,1009090173,避雷针 3m,根,542.74
Material,4510012,1009090174,避雷针 7m,根,1108.98
Material,4510013,1009090175,避雷针 12m,根,2013.72
Material,3647519,1009090176,垫片 钢板8×70×70,块,1.94
Material,4510017,1009090177,避雷针 20m BLJ-30,座,5222.78
Material,6144313,1009090178,避雷针底脚 30×260×260,块,107.97
Material,4510018,1009090179,避雷针 25m BLJ-28/29,座,7904.46
Material,4510019,1009090180,避雷针 30m,座,10897.53
Material,3360012,1009090181,聚氯乙烯软管 d6×1,m,0.27
Material,2240014,1009090182,镀锌焊接钢管  DN80×4,m,32.14
Material,2523116,1009090183,V型镀锌固定条 ≤Φ32,个,1.54
Material,3394114,1009090184,聚四氟乙烯带 0.1×60,kg,86.98
Material,7317214,1009090185,低烟无卤耐火屏蔽软线 WDN-RYYP 2芯1.5mm2,m,4.21
Machine,9109173,2009000030,便携式超声波流量计 0.1～9m/s,台班,7.49
Material,3432017,1009090186,标签纸(50页/本),本,6.43
Material,2010003,1009090187,镀铬钢管 d10×1.5,m,6.51
Material,4113010,1009090188,塑料管卡 d15～20,个,0.3
Material,1280010,1009090189,玻璃胶,支,8.57
Material,4114014,1009090190,塑料线卡 15以下,百个,18.87
Material,4114012,1009090191,线卡 d6,个,0.57
Machine,9109411,2009000031,"数字存储示波器 12GHz～20GHz,＞2通道",台班,2308.01
Material,1410007,1009090192,预应力混凝土电杆 Φ190×10000,根,543.68
Material,1410009,1009090193,预应力混凝土电杆 Φ190×12000,根,670.92
Material,1410012,1009090194,预应力混凝土电杆 Φ190×18000,根,1893.02
Material,1410014,1009090195,预应力混凝土电杆 Φ190×24000(上12中6下6),根,3148.74
Material,4710017,1009090196,铝芯橡皮线 BLX 500V 120mm2,m,9.3
Material,4732013,1009090197,铝芯绝缘架空电缆 10kV JKLYJ 95mm2,m,10.08
Material,4732014,1009090198,铝芯绝缘架空电缆 10kV JKLYJ 120mm2,m,11.87
Material,4732015,1009090199,铝芯绝缘架空电缆 10kV JKLYJ 150mm2,m,13.89
Material,4732016,1009090200,铝芯绝缘架空电缆 10kV JKLYJ 185mm2,m,17.96
Material,4732017,1009090201,铝芯绝缘架空电缆 10kV JKLYJ 240mm2,m,21.93
Material,3372265,1009090202,高密度聚乙烯管（HDPE） de160,m,87.05
Material,4731155,1009090203,电力电缆 YJV22 1kV 4×10＋1×6mm2,m,44.99
Material,4731156,1009090204,电力电缆 YJV22 1kV 4×16＋1×10mm2,m,61.87
Material,4731157,1009090205,电力电缆 YJV22 1kV 4×25＋1×16mm2,m,86.51
Material,4731158,1009090206,电力电缆 YJV22 1kV 4×35＋1×16mm2,m,109.07
Material,4731159,1009090207,电力电缆 YJV22 1kV 4×50＋1×25mm2,m,150.22
Material,4731160,1009090208,电力电缆 YJV22 1kV 4×70＋1×35mm2,m,200.99
Material,4731161,1009090209,电力电缆 YJV22 1kV 4×95＋1×50mm2,m,270.87
Material,4731162,1009090210,电力电缆 YJV22 1kV 4×120＋1×70mm2,m,352.45
Material,4731163,1009090211,电力电缆 YJV22 1kV 4×150＋1×70mm2,m,428.85
Material,4731164,1009090212,电力电缆 YJV22 1kV 4×185＋1×95mm2,m,517.58
Material,4731165,1009090213,电力电缆 YJV22 1kV 4×240＋1×120mm2,m,655.6
Material,4732653,1009090214,电力电缆 WDZN-YJY23 0.6/1kV  5×16mm2,m,54.48
Material,4732656,1009090215,电力电缆 WDZN-YJY23 0.6/1kV  4×50+1×25mm2,m,124.1
Material,1110550,1009090216,木模板(底模和端模),m2,53.16
Material,1240115,1009090217,卵石 80以内,m3,23.28
Material,1412002,1009090218,钢筋混凝土等径电杆 Φ300×4500 下段,根,710.12
Material,1412003,1009090219,钢筋混凝土等径电杆 Φ300×6000 中段,根,992.24
Material,2220035,1009090220,焊接钢管  DN150×4.5,m,52.53
Material,5100183,1009090221,镀锌基础螺栓 Q345(16Mn),kg,7.12
Machine,9101102,2009000032,内燃空气压缩机 ≤9m3/min,台班,420.79
Material,1810355,1009090222,石棉扭绳 Φ3～5,kg,26.92
Material,2741012,1009090223,素枕 一型,根,111.22
Material,3004035,1009090224,氯化钴,瓶,15.25
Material,6111033,1009090225,操动机构支架 槽钢#10×390,根,31.32
Material,6111037,1009090226,操动机构支架 槽钢#5×1320,根,57.82
Material,6155113,1009090227,Ｕ形抱箍 Φ300,套,8.45
Material,6166032,1009090228,网栅立柱 Φ42×2.5×2000,根,36.93
Material,6177004,1009090229,连接槽钢 #10×89,根,7.62
Material,6177007,1009090230,连接槽钢 #10×600,根,51.41
Material,6177044,1009090231,拉杆 Φ25×1900,根,34.12
Material,6177045,1009090232,拉杆 Φ25×2000,根,45.44
Material,6177049,1009090233,连杆 Φ40×1900,根,53.52
Material,6177554,1009090234,顶板钢板 5×Φ40,块,1.56
Material,6177575,1009090235,M形垫板 Φ300,块,19.11
Material,6200241,1009090236,环氧酚醛玻璃布板 5×1500×1000,张,60.11
Material,8999007,1009090237,电,kWh,0.47
Machine,9101004,2009000033,电动空气压缩机 ≤3m3/min,台班,135.64
Machine,9102612,2009000034,单筒慢速卷扬机 ≤20kN,台班,95.24
Machine,9102661,2009000035,液压滑升机械（含50个千斤顶）,台班,177.31
Machine,9105521,2009000036,水环式真空泵 ≤204m3/h,台班,126.41
Machine,9107561,2009000037,SF6气体回收净化充放装置5~7kW,台班,179.59
Machine,9109631,2009000038,SDH/MSTP分析仪（2.5Gb/s及以下）,台班,2.37
Material,2811035,1009090238,钢管脚手架(含扣件等）,kg,3.3
Material,3603023,1009090239,化学锚栓 M16×190,套,46.92
Material,3355021,1009090240,塑料护口 Φ15,个,0.07
Material,7316640,1009090241,低烟无卤阻燃型铜芯聚氯乙烯屏蔽软线 WDZ-RYYP  2芯1.0mm2,m,2.94
Material,7316642,1009090242,低烟无卤阻燃型铜芯聚氯乙烯屏蔽软线 WDZ-RYYP   4芯1.0mm2,m,4.86
Material,7316643,1009090243,低烟无卤阻燃型铜芯聚氯乙烯屏蔽软线 WDZ-RYYP   6芯1.0mm2,m,6.69
Material,7317215,1009090244,低烟无卤耐火屏蔽软线 WDN-RYYP 4芯2.0mm2,m,10.83
Material,8221046,1009090245,塑料配线名牌,个,0.18
Machine,9100671,2009000039,升降平台车  8t载货汽车改制,台班,415.89
Machine,9109021,2009000040,电视测试信号发生器,台班,7.71
Material,5300385,1009090246,镀锌钢管柱 无缝( Q235),t,7376.53
Material,4732652,1009090247,电力电缆 WDZN-YJY23 0.6/1kV  5×10mm2,m,37.53
Material,4732655,1009090248,电力电缆 WDZN-YJY23 0.6/1kV  4×35+1×25mm2,m,102.65
Material,1413005,1009090249,钢筋混凝土电杆 Φ170×11000,根,568.74
Material,3714018,1009090250,聚氯乙烯焊条 Φ1～5,kg,10.68
Material,7510010,1009090251,光缆接头盒  ≤60芯,套,649.6
Material,7015017,1009090252,低烟无卤阻燃尾纤 10m FC接头 9/125um,根,143.95
Material,7015020,1009090253,低烟无卤阻燃双芯跳纤 10m FC-FC 9/125um,根,229.31
Material,7510113,1009090254,光缆终端盒(含接续材料) 28芯,套,521.62
Machine,9109718,2009000041,局域网电缆测试仪 六类,台班,226.38
Material,3355023,1009090255,塑料护口 Φ50,个,0.28
Material,7015016,1009090256,低烟无卤阻燃尾纤 3m FC接头 9/125um,根,114.2
Material,2150001,1009090257,低碳钢丝 Φ1～5,kg,3.22
Material,2240005,1009090258,镀锌焊接钢管  DN25×3.25,m,9.32
Material,7912086,1009090259,室内镀锌钢槽 宽+高=300 δ=1.5（带两块隔板）,m,180.07
Material,7912087,1009090260,室内镀锌钢槽 宽+高=400 δ=1.5（带两块隔板）,m,240.1
Material,7912088,1009090261,室内镀锌钢槽 宽+高=600 δ=2.0（带两块隔板）,m,351.57
Material,7912089,1009090262,室内镀锌钢槽 宽+高=800 δ=2.0（带两块隔板）,m,447.61
Material,7912034,1009090263,室内电缆防护钢槽吊架 宽200,套,58.08
Material,7912035,1009090264,室内电缆防护钢槽吊架 宽400,套,63.7
Material,7912060,1009090265,室内电缆防护钢槽吊架 宽700,套,88.91
Material,7912092,1009090266,室内电缆防护钢槽吊架 宽800,套,97.8
Material,7912090,1009090267,室内电缆防护钢槽吊架 宽500,套,70.06
Material,7912094,1009090268,室内电缆防护钢槽吊架 宽900,套,106.69
Material,7912032,1009090269,室内电缆防护钢槽托臂 宽200,套,62.3
Material,7912033,1009090270,室内电缆防护钢槽托臂 宽400,套,69.85
Material,7912061,1009090271,室内电缆防护钢槽托臂 宽700,套,82.58
Material,7912093,1009090272,室内电缆防护钢槽托臂 宽800,套,90.83
Material,7912091,1009090273,室内电缆防护钢槽托臂 宽500,套,76.84
Material,7912095,1009090274,室内电缆防护钢槽托臂 宽900,套,99.09
Material,7015021,1009090275,低烟无卤阻燃双芯跳纤 20m FC-FC 9/125um,根,271.92
Material,7912073,1009090276,PDP屏/LCD屏吊架,套,205.8
Material,7912074,1009090277,PDP屏/LCD屏支架,套,137.2
Material,8800070,1009090278,化学锚栓含帽（M10×200～250）,套,10.72
Material,2750028,1009090279,高强度螺栓带帽 Φ22×100,套,5.34
Material,3603025,1009090280,化学锚栓 M12×110,套,39.05
Material,7912077,1009090281,有柱雨棚吊杆法兰(上),套,288.12
Material,7912078,1009090282,有柱雨棚吊杆法兰(下),套,144.06
Material,7912079,1009090283,有柱雨棚吊杆,m,229.81
Material,7912096,1009090284,线阵列安装支架(含固定件）,套,102.56
Material,7316580,1009090285,低烟无卤阻燃型铜芯聚氯乙烯软线 WDZ-RYY   2芯1.0mm2,m,1.98
Material,7316660,1009090286,无卤低烟阻燃软线 WDZ-RYYP 2芯2.5mm2,m,5.36
Material,7317217,1009090287,低烟无卤耐火屏蔽软线 WDN-RYYP 2芯2.5mm2,m,7
Material,3355024,1009090288,塑料护口 Φ100,个,0.57
Material,8211039,1009090289,铝合金走线架 宽400mm,m,87.46
Material,3330113,1009090290,绝缘橡胶板 δ=6～12,kg,7.43
Material,4716448,1009090291,阻燃铜芯聚氯乙烯绝缘电缆ZR-BV 3×16+2×10mm2,m,64.26
Material,7013010,1009090292,低烟无卤阻燃铠装尾缆 2芯,m,2.48
Material,1423912,1009090293,PVC标桩（140×140×800）,根,68.6
Material,8810305,1009090294,镀锌视频钢杆 六棱　8m,根,2469.6
Material,2400214,1009090295,紫铜线 Φ3,kg,45.27
Material,7316657,1009090296,无卤低烟阻燃软线 WDZ-RYYP 4芯2.0mm2,m,8.3
Material,1240113,1009090297,卵石 40以内,m3,25.22
Machine,9100503,2009000042,轮胎式装载机 ≤2m3,台班,557.65
Machine,9103302,2009000043,混凝土搅拌输送车 ≤6m3,台班,846.03
Machine,9104015,2009000044,混凝土搅拌站 ≤50m3/h,台班,1157.88
Machine,9104215,2009000045,混凝土输送泵车 ≤75m3/h,台班,973.35
Material,2550529,1009090298,1＃胶胶合板 δ=18,m2,34.3
Material,1910108,1009090299,带肋钢筋(HRB400) Φ18～25,kg,2.64
Machine,9100002,2009000046,履带式液压单斗挖掘机 ≤0.8m3,台班,687.9
Material,1110519,1009090300,支撑垫木(硬）,m3,1019.51
Machine,9105355,2009000047,离心式泥浆泵 ≤150m3/h-39m,台班,194.52
Machine,9105361,2009000048,往复式泥浆泵 ≤15m3/h-250m,台班,118.28
Machine,9100001,2009000049,履带式液压单斗挖掘机 ≤0.6m3,台班,550.23
Machine,9100501,2009000050,轮胎式装载机 ≤1m3,台班,337.64
Machine,9102019,2009000051,"爬升式塔式起重机 ≤50m×1.2/6t,h=40m",台班,574.21
Material,1280036,1009090301,303粘结剂,kg,11.15
Material,1300259,1009090302,金属釉面砖,m2,37.04
Material,2547212,1009090303,镀锌铁丝网,m2,7.48
Material,1300062,1009090304,多孔砖  DM3  190×140×90,块,0.39
Material,1300063,1009090305,多孔砖  DM4  190×90×90,块,0.24
Material,1300085,1009090306,蒸压灰砂砖  240×115×53,千块,223.13
Material,1300086,1009090307,蒸压粉煤灰砖  240×115×53,千块,213.43
Material,1300061,1009090308,多孔砖  DM2  190×190×90,块,0.49
Material,1300060,1009090309,多孔砖  DM1  190×240×90,块,0.63
Material,1300074,1009090310,190厚混凝土小型空心砌块,m3,180.27
Material,1300076,1009090311,泡沫混凝土砌块  390×90×190,千块,1052.96
Material,1300077,1009090312,泡沫混凝土砌块  190×90×190,千块,502.87
Material,1300078,1009090313,泡沫混凝土砌块  390×190×190,千块,2215.89
Material,2550501,1009090314,通贯横撑走接件 C75,个,0.46
Material,2550502,1009090315,竖向龙骨 100×5×0.8,m,7.6
Material,2550503,1009090316,轻钢龙骨 100×40×0.8,m,6.03
Material,2550552,1009090317,通贯横撑龙骨Q-1 30×12,m,2.7
Material,2550553,1009090318,轻钢龙骨支撑卡,个,0.33
Material,2550554,1009090319,轻钢龙骨卡托,个,0.51
Material,3120622,1009090320,耐水腻子（粉）,kg,1.63
Material,1252130,1009090321,防水石膏板,m2,15.43
Material,2550518,1009090322,硅酸钙板,m2,14.22
Material,1130208,1009090323,木丝板,m2,17.15
Material,3120311,1009090324,油性无光调和漆 红,kg,11.58
Machine,9102302,2009000052,门式起重机 ≤10t-22m,台班,231.59
Material,3310011,1009090325,高压胶管 d40 Pg=100kg/cm2,m,84.31
Machine,9101006,2009000053,电动空气压缩机 ≤9m3/min,台班,319.68
Machine,9102303,2009000054,门式起重机 ≤20t-22m,台班,375.8
Machine,9108601,2009000055,除锈喷砂机 ≤3m3/min,台班,10.91
Machine,9108301,2009000056,超声波探伤机 CTS-22,台班,81.51
Material,3714019,1009090326,焊丝,kg,6.35
Material,2000026,1009090327,钢板 09Mn2δ=12～20,kg,2.9
Material,2031069,1009090328,T型钢 25×25,kg,4.25
Material,1280041,1009090329,乙酸乙脂,kg,16.98
Material,1710210,1009090330,嵌缝膏CSPE,支,7.38
Material,2031125,1009090331,彩钢压型板 δ=0.8 760型,m2,74.05
Material,1300419,1009090332,水泥铺地砖250×250×50,千块,593.36
Material,1720001,1009090333,膨胀珍珠岩、珠光砂、珠岩粉,m3,77.17
Material,2550523,1009090334,聚脂布,m2,3.26
Material,1170010,1009090335,无纺布 14g/m2,m2,0.19
Material,1240111,1009090336,卵石 25以内,m3,28.13
Material,1710063,1009090337,耐根穿刺SBS防水卷材δ=4,㎡,140
Material,1010007,1009090338,白色水泥,kg,0.54
Material,1300266,1009090339,陶瓷地面砖300×300,m2,39.07
Material,1300257,1009090340,石塑防滑地砖,m2,38.59
Material,3005030,1009090341,粘结剂(给水),kg,12.86
Material,3392065,1009090342,聚氯乙烯薄膜 0.1～0.23,kg,6.9
Material,1300270,1009090343,陶瓷地面砖1000×1000,m2,102.89
Material,2547218,1009090344,钢丝网 Φ0.9～1×10,m2,7.4
Material,1280050,1009090345,干粉型粘结剂,kg,3.6
Material,1300263,1009090346,釉面砖0.06m2以外,m2,77.17
Material,3440016,1009090347,安全网 锦纶,m2,12.72
Material,2547211,1009090348,镀锌铁丝网 25×25×0.7,m2,11.25
Material,2550904,1009090349,不锈钢大门,㎡,1350
Material,2220041,1009090350,焊接钢管  DN250×6.5,m,116.54
Material,2368135,1009090351,铸铁盖板 320×500×18,块,36.26
Material,4022011,1009090352,金钢石 长方形 300×75×50,块,22.44
Material,2220025,1009090353,焊接钢管  DN40×3.5,m,11.33
