kind,old_code,new_code,name,unit,base_price
Material,7310116,1009090938,900MHz漏泄同轴电缆13/8英寸,m,102.82
Material,8714017,1009090939,混凝土电缆槽道盖板（1000×850×120）,块,105.62
Material,7414014,1009090940,镀锌无头穿钉 M19×800～900,根,27.29
Material,7519313,1009090941,光电缆保护钢槽  200×150,m,74.36
Material,8800058,1009090942,PVC防护管Φ80 0.5m,根,9.09
Material,8800059,1009090943,PVC防护管Φ100 0.5m,根,14.23
Material,8800060,1009090944,木条50×10,m,10.29
Material,8800063,1009090945,U型卡箍,套,2.83
Material,3603019,1009090946,化学锚栓带帽（M8×70）,套,2.16
Material,8751086,1009090947,热镀锌金属卡具   各型,个,5.66
Machine,9108173,2009000140,水钻打孔机 ≤150mm,台班,12.03
Material,8110037,1009090948,点灯监测单元（站内）,台,771.75
Material,8110038,1009090949,点灯监测单元（区间）,台,771.75
Material,8711064,1009090950,防盗型SMC复合材料 变压器箱XB1,个,812.91
Material,8711065,1009090951,防盗型SMC复合材料 变压器箱XB2,个,927.81
Material,3624015,1009090952,不锈钢螺栓（M16×35）,个,9.34
Material,4611033,1009090953,铜接线端子DT-50,个,9.82
Material,8751036,1009090954,终端盒热镀锌金属基础支架   地面用,对,134.63
Material,8751040,1009090955,矮型信号机金属基础支架　一机构   地面用,对,289.83
Material,8751041,1009090956,柱式信号机连接器　一机构　地面用,个,128.62
Material,8800086,1009090957,黑色橡胶输水胶管Φ60,m,25.73
Material,8800088,1009090958,热缩管Φ100,m,14.58
Material,8800097,1009090959,压接铜端头Φ25,个,6
Material,8751026,1009090960,镀锌螺栓带帽及防松装置（M20×260）,套,13.29
Material,8751028,1009090961,变压器箱热镀锌金属基础支架  墙上（80×50）,对,180.07
Material,8751031,1009090962,信号机热镀锌金属基础支架　单机构　墙上,对,234.1
Material,8751032,1009090963,柱式信号机连接器 单机构　墙上,个,132.91
Material,8751037,1009090964,变压器箱热镀锌金属基础支架   地面用,对,252.96
Material,8751043,1009090965,矮型信号机金属支架　一机构  隧道用,对,294.12
Material,8751087,1009090966,弹簧端子用插接线卡   室外,个,0.13
Material,8800073,1009090967,化学锚栓含帽（M16×200～220）,套,21.44
Material,8800085,1009090968,黑色橡胶输水胶管Φ38,m,13.72
Material,8110072,1009090969,铝合金进路表示器  矮型一灯,台,1107.46
Material,8751033,1009090970,信号机热镀锌金属基础支架　双机构　墙上,对,351.57
Material,8751034,1009090971,柱式信号机连接器 双机构　墙上,个,218.66
Material,8751042,1009090972,矮型信号机金属基础  双机构   隧道用,对,360.15
Material,8800076,1009090973,矮型信号机金属基础支架　双机构   地面用,对,375.58
Material,8800087,1009090974,黑色橡胶输水胶管Φ100,m,38.59
Material,8111036,1009090975,钢筋混凝土信号机柱 Φ150×8.5m,根,387.73
Material,8111037,1009090976,钢筋混凝土信号机柱 Φ150×10m,根,430.36
Material,8111038,1009090977,钢筋混凝土信号机柱 Φ150×11m,根,533.82
Material,2260008,1009090978,走线管,根,30.57
Material,8110059,1009090979,调谐区停车标 （反光型）,个,676.83
Material,8110060,1009090980,四显示区段接通标 （反光型）,个,603.73
Material,3603020,1009090981,化学锚栓带帽（M10×70～100）,套,4.24
Material,8751055,1009090982,停车标或标志牌  V形（不带基础桩）,个,337
Material,8800081,1009090983,接近、预告、中继站标志牌（不带基础桩）,个,664.56
Material,8751035,1009090984,方向盒热镀锌金属基础支架　地面用,对,220.38
Material,8310010,1009090985,电动转辙机安装装置内锁闭（50kg/m、1个牵引点）,套,6173.99
Material,8310018,1009090986,电动转辙机安装装置内锁闭（50kg/m、18号、3个牵引点）,套,18864.98
Material,8310023,1009090987,电动转辙机安装装置内锁闭  （60kg/m、9、12号、AT轨、1个牵引点）,套,6688.49
Material,8310022,1009090988,电动转辙机安装装置内锁闭 （60kg/m、9、12号、AT轨、2个牵引点）,套,11147.49
Material,8310117,1009090989,道岔外锁闭装置 （60kg/m、12号、2个牵引点）,套,28091.67
Material,8310118,1009090990,道岔外锁闭装置 （60kg/m、12号、4个牵引点）,套,59510.43
Material,8310119,1009090991,道岔外锁闭装置 （60kg/m、12号、5个牵引点）,套,66132.03
Material,8310019,1009090992,电动转辙机安装装置（60kg/m、18号、5个牵引点）,套,45822.17
Material,8310116,1009090993,道岔外锁闭装置（60kg/m、18、5个牵引点号）,套,66132.03
Material,8310120,1009090994,道岔外锁闭装置 （60kg/m、30号、9个牵引点）,套,128624.84
Material,8800110,1009090995,电动转辙机安装装置（60kg/m、42号、9个牵引点）,套,83777.65
Material,8800111,1009090996,道岔外锁闭装置（60kg/m、42号、9个牵引点）,套,114047.36
Material,8310028,1009090997,电动转辙机安装装置 （50kg/m、9、12号复式交分、AT轨）,套,25575.76
Material,8310029,1009090998,电动转辙机安装装置 （60kg/m、9、12号复式交分、AT轨）,套,31333.01
Material,8310030,1009090999,电空转辙机安装装置ZK4,组,6173.99
Material,8310051,1009091000,电液转辙机安装装置 （50kg/m、9、12号、1个牵引点）,套,7001.48
Material,8310053,1009091001,电液转辙机安装装置 （60kg/m、9、12号、AT轨、1个牵引点）,套,7293.03
Material,8800122,1009091002,电液转辙机安装装置 内锁闭 （50、60kg/m、18号、固定心轨、3个牵引点）,套,22226.37
Material,8310060,1009091003,电液转辙机安装装置 （50kg/m、9、12号复式交分、AT轨）,套,26753.97
Material,8310061,1009091004,电液转辙机安装装置 （60kg/m、9、12号复式交分、AT轨）,套,31212.96
Material,8310054,1009091005,电液转辙机安装装置 （60kg/m、9、12号、AT轨、2个牵引点）,套,14903.33
Material,8310141,1009091006,电液道岔外锁闭装置 （60kg/m、9、12号、AT轨、2个牵引点）,套,16978.48
Material,8310142,1009091007,电液道岔外锁闭装置 （60kg/m、12号、AT轨、4个牵引点）,套,41845.95
Material,8310143,1009091008,电液道岔外锁闭装置 （60kg/m、12号、AT轨、5个牵引点）,套,42403.32
Material,8310144,1009091009,电液道岔外锁闭装置 （60kg/m、18号、AT轨、5个牵引点）,套,50163.69
Material,8310145,1009091010,电液道岔外锁闭装置 （60kg/m、30号、AT轨、9个牵引点）,套,76403.16
Material,8800113,1009091011,电液道岔外锁闭装置 （60kg/m、42号、AT轨、9个牵引点）,套,116619.86
Material,8711063,1009091012,JM-A道岔密贴检查器,个,9312.44
Material,8800092,1009091013,设备连接管U型或Y型,个,33.01
Material,8800121,1009091014,JM-A道岔密贴检查器 （两侧）,套,11661.99
Material,8320027,1009091015,道岔缺口检查报警器,个,1679.03
Material,8217022,1009091016,97型轨道变压器 BG3-130/25（50HZ）,台,709.15
Material,8411081,1009091017,护套钢轨引接线 Φ1.2×19 L=1600,根,11.71
Material,8217023,1009091018,97型轨道变压器 BG2-130/25（400HZ）,台,776.04
Material,8217030,1009091019,97型扼流变压器 BE2-400/25（50HZ）,台,1757.87
Material,8414021,1009091020,扼流变压器中点连接板≤600A,块,94.32
Material,8217027,1009091021,97型扼流变压器 BE1-600/25（400HZ）,台,2315.25
Material,8217028,1009091022,97型扼流变压器 BE1-800/25（400HZ）,台,2486.75
Material,8414022,1009091023,扼流变压器中点连接板≤1000A,块,137.2
Material,8217038,1009091024,扼流适配器 ESP4 非重载普速铁路,台,1543.5
Material,8217033,1009091025,97型扼流变压器 BE2-1000/25（50HZ）,台,3087
Material,8217029,1009091026,97型扼流变压器 BE1-1000/25（400HZ）,台,3344.25
Material,8751029,1009091027,扼流变压器热镀锌金属基础支架　墙上（80×50）,对,202.37
Material,8751038,1009091028,扼流变压器箱热镀锌金属基础支架　地面用,对,274.4
Material,4717411,1009091029,连接电缆 7.42mm2,m,7.09
Material,8221032,1009091030,冷压端子 Φ6孔,个,1.79
Material,8221033,1009091031,冷压端子 Φ8孔,个,2.14
Material,8415019,1009091032,塞钉Φ13.5,个,73.36
Material,8519001,1009091033,ZPW-2000  调谐单元 ZW.T1,个,2504.87
Material,8519009,1009091034,双体防护盒（含基础桩）,套,621.69
Material,8519012,1009091035,ZPW-2000  钢轨连接线 2000mm 钢包铜70mm2,根,181.47
Material,8519013,1009091036,ZPW-2000  钢轨连接线 3700mm 钢包铜70mm2,根,255.19
Material,8519014,1009091037,ZPW-2000  设备连接线 250mm 7.4mm2,根,9.31
Material,8519015,1009091038,ZPW-2000  设备连接线 500mm 7.4mm2,根,12.07
Material,8519016,1009091039,ZPW-2000  设备连接线 300mm 10mm2,根,10.85
Material,8519010,1009091040,ZPW-2000  设备连接线 2700mm 7.4mm2,根,23.92
Material,8519011,1009091041,ZPW-2000  设备连接线 2700mm 10mm2,根,30.04
Material,8800115,1009091042,ZPW-2000 设备连接线 300mm 35mm2,根,21.69
Material,8751090,1009091043,钢轨等阻引接线 L=2500  带绝缘护套钢包铜95mm2,根,210.09
Material,8751091,1009091044,钢轨等阻引接线 L=4200  带绝缘护套钢包铜95mm2,根,341.28
Material,8519007,1009091045,ZPW-2000  补偿电容 CBG1,套,136.34
Material,8751030,1009091046,双体防护盒热镀锌金属基础支架  墙上（60×50）,对,157.78
Material,8751039,1009091047,轨道双体防护盒热镀锌金属基础支架　地面用,对,153.49
Material,8751092,1009091048,钢轨引接线L=2500  带绝缘护套钢包铜95mm2,根,167.21
Material,8751093,1009091049,钢轨引接线L=4200  带绝缘护套钢包铜95mm2,根,269.25
Material,4611032,1009091050,铜接线端子DT-70,个,12.95
Material,8751065,1009091051,空扼流变压器   BE(K)-1000/ZPW,台,3001.25
Material,8751118,1009091052,横向连接线 带绝缘护套钢包铜95mm2,m,41.16
Material,8751128,1009091053,HVU粘结剂,筒,207.51
Material,3360020,1009091054,聚氯乙烯软管 d20×2.5,m,2.2
Material,8413010,1009091055,钢轨接续线 Φ5×940,根,5.41
Material,8413011,1009091056,钢轨接续线 Φ5×1100,根,6.13
Material,8414010,1009091057,中间连接线 1.2×37×2 L=6000,根,139.9
Material,8414011,1009091058,中间连接线 1.2×37×2 L=10000,根,200.17
Material,8414012,1009091059,中间连接线 1.2×37×2 L=15000,根,293.81
Material,8751097,1009091060,道岔跳线L=900   带绝缘护套钢包铜95mm2,根,43.73
Material,8751098,1009091061,道岔跳线L=1200  带绝缘护套钢包铜95mm2,根,54.02
Material,8751099,1009091062,道岔跳线L=1500  带绝缘护套钢包铜95mm2,根,64.31
Material,8751100,1009091063,道岔跳线L=3800  带绝缘护套钢包铜95mm2,根,143.2
Material,8751101,1009091064,道岔跳线L=4100  带绝缘护套钢包铜95mm2,根,153.49
Material,8751102,1009091065,道岔跳线L=2300  带绝缘护套钢包铜95mm2,根,91.75
Material,8751111,1009091066,岔后并联跳线L=6400   带绝缘护套钢包铜95mm2,根,232.38
Material,8751114,1009091067,岔后并联跳线L=7900   带绝缘护套钢包铜95mm2,根,283.83
Material,8751104,1009091068,岔后并联跳线L=2900   带绝缘护套钢包铜95mm2,根,112.33
Material,8751105,1009091069,岔后并联跳线L=3400   带绝缘护套钢包铜95mm2,根,129.48
Material,8751106,1009091070,岔后并联跳线L=3900   带绝缘护套钢包铜95mm2,根,146.63
Material,8751107,1009091071,岔后并联跳线L=4900   带绝缘护套钢包铜95mm2,根,180.93
Material,8751108,1009091072,岔后并联跳线L=5800   带绝缘护套钢包铜95mm2,根,211.8
Material,8751110,1009091073,岔后并联跳线L=6300   带绝缘护套钢包铜95mm2,根,228.95
Material,8751112,1009091074,岔后并联跳线L=6800   带绝缘护套钢包铜95mm2,根,246.1
Material,8751113,1009091075,岔后并联跳线L=6900   带绝缘护套钢包铜95mm2,根,249.53
Material,8751116,1009091076,岔后并联跳线L=9300   带绝缘护套钢包铜95mm2,根,331.85
Material,8221036,1009091077,室内继电器名牌,个,1.05
Material,8800072,1009091078,化学锚栓含帽（M16.5×90）,套,14.15
Material,8751002,1009091079,UPVC防护管  内径28,m,13.72
Material,4415015,1009091080,交流电铃 Φ200,个,64.14
Material,8114010,1009091081,道口信号机,台,1755.81
Material,8114019,1009091082,钢筋混凝土道口信号机柱 Φ150×5.5m,根,326.84
Material,8800125,1009091083,接地电缆 阻燃型25mm2,m,11.67
Material,3431012,1009091084,打印机用纸,盒,108.92
Material,3394112,1009091085,聚氯乙烯丝 Φ0.14～0.2,kg,7.83
Material,3310312,1009091086,胶管 d7～10,m,2.75
Material,4716053,1009091087,阻燃铜芯塑料软线 ZR－BVR6mm2,m,5.07
Material,8221037,1009091088,室内组合名牌,个,4.17
Material,3360011,1009091089,聚氯乙烯软管 d6×0.6,m,0.18
Material,4716051,1009091090,阻燃铜芯塑料软线 ZR－BVR2.5mm2,m,1.5
Material,8751024,1009091091,室内镀锌走线槽（含盖）150×200,m,162.92
Material,8221038,1009091092,室内组合排架名牌,个,5.21
Material,7910211,1009091093,环氧酚醛玻璃布板 3240 δ=8,kg,41.98
Material,8221039,1009091094,分线盘端子配线名牌,个,1.05
Material,8800124,1009091095,接地电缆 阻燃型10mm2,m,6.95
Material,8018025,1009091096,网线－超五类线,m,1.54
Material,8800106,1009091097,光尾缆,根,38.59
Material,8211052,1009091098,组合用断路器 SA4－G2型 380V,个,205.8
Material,8211053,1009091099,组合用断路器 SA2－H2型 DC24/220V,个,108.04
Material,8211054,1009091100,组合用断路器 SA3－H3型 DC220V,个,126.91
Material,8018067,1009091101,阻燃屏蔽线ZR-BVVR  2×0.3mm2,m,1.23
Material,4716061,1009091102,阻燃线 CVZ－S－1.0,m,1.26
Material,8012054,1009091103,信号电缆 PTYA23 (PTYAH23)型 12芯,m,16.01
Material,8113132,1009091104,防护套管 内径18mm,m,25.38
Material,8012053,1009091105,信号电缆 PTYA23 (PTYAH23)型 9芯,m,13.53
Material,7910212,1009091106,环氧酚醛玻璃布管 3640 Φ50,kg,68.6
Material,8113020,1009091107,机车信号机车接收线圈,台,603
Material,8113022,1009091108,机车信号接线盒 GQX-1,台,96.63
Material,8113033,1009091109,机车信号调整装置 JD·Z,台,186.73
Material,8113043,1009091110,机车信号双面九显示信号机 JY-XS-9,台,606.48
Material,8113045,1009091111,机车信号滤波器安装装置(托架),架,683.37
Material,8113048,1009091112,移频机车信号电源盒 JY·HYT,台,1174.52
Material,8113023,1009091113,机车信号滤波器箱 JLQ-1,台,2361.74
Material,8113169,1009091114,驼峰无线机车信号、遥控地面主机安装支架,个,330.76
Material,8113170,1009091115,驼峰无线机车信号、遥控楼内天线安装支架,个,195.52
Material,1960029,1009091116,热镀锌扁钢 40×4,kg,3.62
Material,1960028,1009091117,热镀锌圆钢φ8,kg,3.37
Material,2400215,1009091118,铜箔带δ 0.2×20,m,10.93
Material,8800129,1009091119,接地电缆 阻燃型1.5mm2,m,1.35
Material,2030004,1009091120,镀锌铁板 δ≥0.6,kg,3.34
Material,8800056,1009091121,电加热元件金属固定卡具   把手卡,套,38.59
Material,8800057,1009091122,电加热元件金属固定卡具   弹性卡,套,5.15
Material,8800055,1009091123,加热条 直把手U条150W,根,875.51
Material,8800046,1009091124,加热条 直或U把手 1680/ 600W,根,1817.9
Material,4128014,1009091125,电源扳(包括闸刀插座),套,69.15
Material,2741110,1009091126,预应力混凝土枕 Ⅰ型 专线（01）3277,根,91.33
Material,8113010,1009091127,机车信号环线固定卡,套,2.74
Material,8113041,1009091128,机车信号接收线圈 JY·J,台,604.28
Material,8113172,1009091129,机车信号测试区段接收线圈安装固定架,个,333.07
Material,8113173,1009091130,机车信号发码箱安放小方桌 800×500×800,个,213.44
Material,8012084,1009091131,信号电缆 PTYL23 (PTYLH23)型 12芯,m,23.76
Material,8012088,1009091132,信号电缆 PTYL23 (PTYLH23)型 21芯,m,31.77
Material,8012050,1009091133,信号电缆 PTYA23 (PTYAH23)型 4芯,m,9.67
Material,8012051,1009091134,信号电缆 PTYA23 (PTYAH23)型 6芯,m,11.96
Material,8012055,1009091135,信号电缆 PTYA23 (PTYAH23)型 14芯,m,16.56
Material,8012092,1009091136,信号电缆 PTYL23 (PTYLH23)型 33芯,m,36.11
Material,8012513,1009091137,信号电缆 PTYL23 (PTYLH23)型 33芯(低烟无卤阻燃型),m,37.92
Material,8012505,1009091138,信号电缆 PTYL23 (PTYLH23)型 12芯(低烟无卤阻燃型),m,24.95
Material,8010053,1009091139,信号电缆PJZL23型 12芯,m,23.88
Material,8012052,1009091140,信号电缆 PTYA23 (PTYAH23)型 8芯,m,13.08
Material,8012059,1009091141,信号电缆 PTYA23 (PTYAH23)型 24芯,m,23.89
Material,8012086,1009091142,信号电缆 PTYL23 (PTYLH23)型 16芯,m,28.65
Material,8012511,1009091143,信号电缆 PTYL23 (PTYLH23)型 28芯(低烟无卤阻燃型),m,35.07
Material,8012514,1009091144,信号电缆 PTYL23 (PTYLH23)型 37芯(低烟无卤阻燃型),m,42.84
Material,8012063,1009091145,信号电缆 PTYA23 (PTYAH23)型 37芯,m,31.13
Material,8012089,1009091146,信号电缆 PTYL23 (PTYLH23)型 24芯,m,32.9
Material,8012515,1009091147,信号电缆 PTYL23 (PTYLH23)型 42芯(低烟无卤阻燃型),m,45.51
Material,8012517,1009091148,信号电缆 PTYL23 (PTYLH23)型 48芯(低烟无卤阻燃型),m,50.01
Material,8012506,1009091149,信号电缆 PTYL23 (PTYLH23)型 14芯(低烟无卤阻燃型),m,26.67
Material,8012507,1009091150,信号电缆 PTYL23 (PTYLH23)型 16芯(低烟无卤阻燃型),m,30.08
Material,8012508,1009091151,信号电缆 PTYL23 (PTYLH23)型 19芯(低烟无卤阻燃型),m,32.35
Material,8012510,1009091152,信号电缆 PTYL23 (PTYLH23)型 24芯(低烟无卤阻燃型),m,34.55
Material,8012090,1009091153,信号电缆 PTYL23 (PTYLH23)型 28芯,m,33.4
Material,8012091,1009091154,信号电缆 PTYL23 (PTYLH23)型 30芯,m,35
Material,8012516,1009091155,信号电缆 PTYL23 (PTYLH23)型 44芯(低烟无卤阻燃型),m,46.2
Material,8012056,1009091156,信号电缆 PTYA23 (PTYAH23)型 16芯,m,18.71
Material,8012058,1009091157,信号电缆 PTYA23 (PTYAH23)型 21芯,m,22.21
Material,8012060,1009091158,信号电缆 PTYA23 (PTYAH23)型 28芯,m,25.81
Material,8012512,1009091159,信号电缆 PTYL23 (PTYLH23)型 30芯(低烟无卤阻燃型),m,36.75
Material,8012502,1009091160,信号电缆 PTYL23 (PTYLH23)型 6芯(低烟无卤阻燃型),m,23.33
Material,8012503,1009091161,信号电缆 PTYL23 (PTYLH23)型 8芯(低烟无卤阻燃型),m,23.63
Material,8012066,1009091162,信号电缆 PTYA23 (PTYAH23)型 48芯,m,36.91
Material,8012061,1009091163,信号电缆 PTYA23 (PTYAH23)型 30芯,m,26.8
Material,8012062,1009091164,信号电缆 PTYA23 (PTYAH23)型 33芯,m,27.68
Material,8012064,1009091165,信号电缆 PTYA23 (PTYAH23)型 42芯,m,33.38
Material,8012065,1009091166,信号电缆 PTYA23 (PTYAH23)型 44芯,m,34.48
Material,8012057,1009091167,信号电缆 PTYA23 (PTYAH23)型 19芯,m,20.51
Material,8751012,1009091168,室内宽型镀锌走线槽（含盖）200×600,m,467.34
Material,8800100,1009091169,高强度尼龙螺栓,套,3.86
Material,8012080,1009091170,信号电缆 PTYL23 (PTYLH23)型 4芯,m,21.76
Material,8012081,1009091171,信号电缆 PTYL23 (PTYLH23)型 6芯,m,22.22
Material,8012082,1009091172,信号电缆 PTYL23 (PTYLH23)型 8芯,m,22.51
Material,8012085,1009091173,信号电缆 PTYL23 (PTYLH23)型 14芯,m,25.41
Material,8012509,1009091174,信号电缆 PTYL23 (PTYLH23)型 21芯(低烟无卤阻燃型),m,33.36
Material,8012083,1009091175,信号电缆 PTYL23 (PTYLH23)型 9芯,m,22.9
Material,8012087,1009091176,信号电缆 PTYL23 (PTYLH23)型 19芯,m,30.8
Material,8214021,1009091177,整流式缓放继电器 JZXC-H18,台,1000.8
Material,8214028,1009091178,继电器 JPXC-H270,台,1269.9
Material,1240015,1009091179,碎石 63以内,m3,33.95
Material,1300420,1009091180,水泥铺地砖300×300×60,千块,1059.82
Material,1260131,1009091181,粉煤灰(非混凝土工程),t,51.41
Machine,9100431,2009000141,稳定土拌合机 ≤120kW,台班,552.07
Material,1240119,1009091182,级配砾石 40以内,m3,25.22
Material,1300422,1009091183,水泥铺地砖550×550×80,千块,3601.31
Material,1300424,1009091184,水泥六角砖250×60,千块,1166.14
Material,1300423,1009091185,石板495×355×12,m2,189.29
